Codeblock,minflt,majflt,utime,stime,num_threads,vsize,rss,processor,stack_size,rchar,wchar,read_bytes,write_bytes,canceled_write_bytes,num_file_desc,nicRcvBytes,nicRcvPckts,nicSentBytes,nicSentPckts,IPInTruncatedPkts,IPInOctets,IPOutOctets
disconnecting from the database_network,156021,0,112,138,1,180367360,1353,3,140517471207325,39804427701,5334966970,73633792,5130743808,514191360,6,21402331980,82471278,29796346934,23210559,0,17871056847,28530029681
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,156021,0,112,138,1,180367360,1353,3,140517471207325,39804427701,5334967115,73633792,5130747904,514191360,6,21402333303,82471286,29796347806,23210563,0,17871058392,28530030625
running another simple hack to avoid running tsts on debug builds_host,156189,0,112,138,1,180367360,1353,0,140517471207325,39804429658,5334967361,73633792,5130760192,514191360,7,21402336659,82471311,29796350934,23210575,0,17871061194,28530035989
checking if there is a more critical commit we could work on_network,156299,0,112,138,1,180367360,1353,0,140517471207325,39804441615,5334967418,73633792,5130764288,514191360,7,21402345463,82471369,29796356546,23210593,0,17871069206,28530040163
disconnecting from the database_network,156311,0,112,138,1,180367360,1353,0,140517471207325,39804441615,5334967579,73633792,5130772480,514191360,6,21402347596,82471382,29796357890,23210597,0,17871072269,28530043545
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,156311,0,112,138,1,180367360,1353,0,140517471207325,39804441615,5334967724,73633792,5130776576,514191360,6,21402348378,82471389,29796359372,23210602,0,17871072879,28530045081
running another simple hack to avoid running tsts on debug builds_host,156476,0,112,138,1,180367360,1353,2,140517471207325,39804443572,5334967948,73633792,5130788864,514191360,7,21402349579,82471396,29796360928,23210606,0,17871075334,28530051169
checking if there is a more critical commit we could work on_network,156587,0,112,138,1,180367360,1353,0,140517471207325,39804455529,5334968005,73633792,5130792960,514191360,7,21402355744,82471440,29796369026,23210623,0,17871080118,28530055116
disconnecting from the database_network,156598,0,113,138,1,180367360,1353,2,140517471207325,39804455529,5334968100,73633792,5130797056,514191360,7,21402356296,82471444,29796370898,23210627,0,17871081207,28530057525
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,156599,0,113,138,1,180367360,1353,2,140517471207325,39804455529,5334968166,73633792,5130801152,514191360,6,21402358006,82471457,29796372968,23210633,0,17871082620,28530059654
running another simple hack to avoid running tsts on debug builds_host,156599,0,113,138,1,180367360,1353,2,140517471207325,39804455529,5334968311,73633792,5130805248,514191360,6,21402358756,82471464,29796375122,23210638,0,17871083152,28530061718
checking if there is a more critical commit we could work on_network,156876,0,113,139,1,180367360,1353,0,140517471207325,39804469443,5334968592,73633792,5130821632,514191360,7,21402368273,82471529,29796384794,23210656,0,17871093094,28530073273
disconnecting from the database_network,156887,0,113,139,1,180367360,1353,3,140517471207325,39804469443,5334968687,73633792,5130825728,514191360,7,21402369535,82471539,29796387264,23210661,0,17871094577,28530076270
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,156888,0,113,139,1,180367360,1353,3,140517471207325,39804469443,5334968753,73633792,5130829824,514191360,6,21402370285,82471546,29796389798,23210666,0,17871095322,28530078927
running another simple hack to avoid running tsts on debug builds_host,156888,0,113,139,1,180367360,1353,3,140517471207325,39804469443,5334968898,73633792,5130833920,514191360,6,21402371985,82471556,29796392476,23210671,0,17871096796,28530081515
checking if there is a more critical commit we could work on_network,157176,0,113,139,1,180367360,1353,0,140517471207325,39804483357,5334969290,73633792,5130854400,514191360,7,21402382539,82471625,29796404232,23210691,0,17871108183,28530098556
disconnecting from the database_network,157176,0,113,139,1,180367360,1353,0,140517471207325,39804483357,5334969290,73633792,5130854400,514191360,7,21402383929,82471635,29796407234,23210696,0,17871109149,28530098608
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,157177,0,113,139,1,180367360,1353,0,140517471207325,39804483357,5334969356,73633792,5130858496,514191360,6,21402385432,82471645,29796410304,23210701,0,17871110259,28530101801
running another simple hack to avoid running tsts on debug builds_host,157185,0,113,139,1,180367360,1353,0,140517471230992,39804483357,5334969598,73633792,5130866688,514191360,7,21402386112,82471651,29796413518,23210706,0,17871112889,28530111581
checking if there is a more critical commit we could work on_network,157464,0,113,139,1,180367360,1353,3,140517471207325,39804497271,5334969867,73633792,5130883072,514191360,7,21402395861,82471708,29796427194,23210728,0,17871122015,28530124308
disconnecting from the database_network,157465,0,113,139,1,180367360,1353,3,140517471207325,39804497271,5334969933,73633792,5130887168,514191360,6,21402396707,82471716,29796430790,23210734,0,17871122708,28530128021
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,157465,0,113,139,1,180367360,1353,3,140517471207325,39804497271,5334970078,73633792,5130891264,514191360,6,21402397931,82471726,29796434450,23210740,0,17871123626,28530131669
running another simple hack to avoid running tsts on debug builds_host,157465,0,113,139,1,180367360,1353,3,140517471207325,39804497271,5334970078,73633792,5130891264,514191360,6,21402398815,82471735,29796438258,23210746,0,17871124145,28530131721
checking the existence of lock file_host,157465,0,113,139,1,180367360,1353,3,140517471207325,39804497271,5334970175,73633792,5130895360,514191360,6,21402400290,82471748,29796442162,23210752,0,17871124729,28530135465
checking the space in worker temp directory_host,157477,0,113,139,1,180367360,1353,3,140517471207325,39804497271,5334970242,73633792,5130899456,514191360,6,21402401872,82471759,29796446134,23210758,0,17871125929,28530139277
running the test cases on the worker_host,157547,0,113,140,1,180367360,1353,2,140517471207325,39804506842,5334970463,73633792,5130903552,514191360,6,21402403745,82471774,29796450178,23210764,0,17871127862,28530143161
figuring out the result of the test_host,159195,0,114,141,1,180367360,1353,2,140517471207325,41418842243,5481529247,73633792,5278498816,514490368,6,21407914384,82531823,29950401349,23316442,0,17875546677,28677479598
calculating the time it took to run the test_host,160176,0,114,142,1,180367360,1353,0,140517471207325,41418879312,5481530052,73633792,5278519296,514494464,6,21407916490,82531839,29950405561,23316448,0,17875550021,28677491430
writing the results to the results table in database_network,160251,0,114,142,1,180367360,1353,2,140517471207325,41418879312,5481530139,73633792,5278523392,514494464,7,21407919548,82531862,29950417821,23316466,0,17875551825,28677496878
commiting to the results table in the database_network,160384,0,114,142,1,180367360,1353,3,140517471207325,41418986314,5481582885,73633792,5278584832,514494464,7,21407920784,82531872,29950422261,23316472,0,17875609450,28677561977
writing the results to the metrics table in database_network,160395,0,114,142,1,180367360,1353,3,140517471207325,41418986314,5481582972,73633792,5278588928,514494464,7,21407923847,82531897,29950431557,23316484,0,17875611405,28677566725
removing the temporary directory on worker_host,160395,0,114,142,1,180367360,1353,3,140517471207325,41418986314,5481582972,73633792,5278588928,514494464,7,21407925107,82531907,29950436309,23316490,0,17875611855,28677566777
exiting from the database after writing to the results table_network,160604,0,114,142,1,180367360,1353,2,140517471207325,41418990226,5481583255,73633792,5278605312,514494464,7,21407928133,82531928,29950442625,23316502,0,17875614597,28677573011
writing the results to the summary table in database_network,160623,0,114,142,1,180367360,1353,2,140517471207325,41418990226,5481583350,73633792,5278609408,514494464,6,21407930175,82531941,29950443517,23316506,0,17875616937,28677574044
commiting to the SUMMARY table in the database_network,160665,0,115,142,1,180367360,1353,0,140517471207325,41418990226,5481583508,73633792,5278613504,514494464,7,21407931376,82531948,29950444569,23316510,0,17875620947,28677578220
exiting from the database after writing to the SUMMARY table_network,160665,0,115,142,1,180367360,1353,3,140517471207325,41418990226,5481583684,73633792,5278621696,514494464,6,21407932600,82531958,29950445701,23316514,0,17875622306,28677580783
sending a notification of the results if appropriate_network,160665,0,115,142,1,180367360,1353,3,140517471207325,41418990226,5481583684,73633792,5278621696,514494464,6,21407933152,82531962,29950446929,23316518,0,17875622580,28677580835
checking if there is a more critical commit we could work on_network,160965,0,115,143,1,180367360,1353,3,140517471207325,41419469751,5481584292,73633792,5278642176,514494464,7,21407939552,82532002,29950456809,23316542,0,17875630773,28677593116
disconnecting from the database_network,160967,0,115,143,1,180367360,1353,3,140517471207325,41419469751,5481584358,73633792,5278646272,514494464,6,21407939818,82532004,29950456879,23316543,0,17875631466,28677594941
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,160967,0,115,143,1,180367360,1353,3,140517471207325,41419469751,5481584503,73633792,5278650368,514494464,6,21407941636,82532015,29950458563,23316547,0,17875632856,28677596697
running another simple hack to avoid running tsts on debug builds_host,161133,0,115,143,1,180367360,1353,0,140517471207325,41419471708,5481584735,73633792,5278662656,514494464,7,21407945278,82532041,29950467557,23316564,0,17875635320,28677603681
checking if there is a more critical commit we could work on_network,161253,0,115,143,1,180367360,1353,2,140517471207325,41419483665,5481584887,73633792,5278670848,514494464,7,21407952512,82532083,29950469683,23316569,0,17875643738,28677610581
disconnecting from the database_network,161254,0,115,143,1,180367360,1353,2,140517471207325,41419483665,5481584953,73633792,5278674944,514494464,6,21407954671,82532098,29950471901,23316574,0,17875646159,28677612990
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,161254,0,115,143,1,180367360,1353,2,140517471207325,41419483665,5481585098,73633792,5278679040,514494464,6,21407956559,82532108,29950474187,23316579,0,17875648004,28677615330
running another simple hack to avoid running tsts on debug builds_host,161420,0,115,143,1,180367360,1353,0,140517471207325,41419485622,5481585314,73633792,5278691328,514494464,7,21407958511,82532120,29950476617,23316584,0,17875650304,28677623414
checking if there is a more critical commit we could work on_network,161532,0,115,143,1,180367360,1353,2,140517471207325,41419497579,5481585371,73633792,5278695424,514494464,7,21407965214,82532172,29950488089,23316606,0,17875655416,28677628647
disconnecting from the database_network,161543,0,115,143,1,180367360,1353,2,140517471207325,41419497579,5481585466,73633792,5278699520,514494464,7,21407966790,82532183,29950490831,23316611,0,17875657978,28677631907
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,161544,0,115,143,1,180367360,1353,2,140517471207325,41419497579,5481585532,73633792,5278703616,514494464,6,21407968174,82532191,29950493641,23316616,0,17875658671,28677634840
running another simple hack to avoid running tsts on debug builds_host,161552,0,115,144,1,180367360,1353,0,140517471230992,41419497579,5481585774,73633792,5278711808,514494464,7,21407968924,82532198,29950496595,23316621,0,17875660799,28677644460
